ID,sentimiento
63995,negativo
63996,negativo
63997,positivo
63998,positivo
63999,negativo
64000,positivo
64001,negativo
64002,positivo
64003,positivo
64004,negativo
64005,negativo
64006,positivo
64007,positivo
64008,positivo
64009,negativo
64010,negativo
64011,negativo
64012,negativo
64013,negativo
64014,positivo
64015,negativo
64016,negativo
64017,negativo
64018,positivo
64019,negativo
64020,positivo
64021,negativo
64022,negativo
64023,positivo
64024,negativo
64025,negativo
64026,negativo
64027,negativo
64028,positivo
64029,negativo
64030,positivo
64031,negativo
64032,positivo
64033,positivo
64034,negativo
64035,negativo
64036,positivo
64037,negativo
64038,positivo
64039,negativo
64040,negativo
64041,positivo
64042,negativo
64043,negativo
64044,positivo
64045,positivo
64046,negativo
64047,positivo
64048,negativo
64049,negativo
64050,positivo
64051,negativo
64052,negativo
64053,positivo
64054,negativo
64055,positivo
64056,negativo
64057,negativo
64058,positivo
64059,negativo
64060,negativo
64061,positivo
64062,negativo
64063,negativo
64064,negativo
64065,positivo
64066,positivo
64067,positivo
64068,positivo
64069,positivo
64070,positivo
64071,positivo
64072,negativo
64073,negativo
64074,positivo
64075,positivo
64076,positivo
64077,positivo
64078,negativo
64079,negativo
64080,positivo
64081,positivo
64082,positivo
64083,positivo
64084,positivo
64085,negativo
64086,positivo
64087,positivo
64088,positivo
64089,negativo
64090,negativo
64091,positivo
64092,negativo
64093,positivo
64094,negativo
64095,positivo
64096,positivo
64097,positivo
64098,positivo
64099,positivo
64100,negativo
64101,positivo
64102,positivo
64103,negativo
64104,positivo
64105,negativo
64106,positivo
64107,positivo
64108,positivo
64109,positivo
64110,negativo
64111,negativo
64112,negativo
64113,negativo
64114,negativo
64115,negativo
64116,positivo
64117,negativo
64118,positivo
64119,positivo
64120,negativo
64121,negativo
64122,negativo
64123,negativo
64124,positivo
64125,positivo
64126,positivo
64127,negativo
64128,negativo
64129,negativo
64130,negativo
64131,positivo
64132,positivo
64133,negativo
64134,positivo
64135,negativo
64136,positivo
64137,positivo
64138,positivo
64139,positivo
64140,positivo
64141,positivo
64142,negativo
64143,positivo
64144,negativo
64145,negativo
64146,positivo
64147,negativo
64148,positivo
64149,negativo
64150,negativo
64151,negativo
64152,negativo
64153,negativo
64154,negativo
64155,positivo
64156,positivo
64157,positivo
64158,positivo
64159,positivo
64160,negativo
64161,positivo
64162,negativo
64163,positivo
64164,negativo
64165,negativo
64166,positivo
64167,positivo
64168,positivo
64169,positivo
64170,positivo
64171,negativo
64172,negativo
64173,positivo
64174,positivo
64175,negativo
64176,positivo
64177,negativo
64178,negativo
64179,positivo
64180,negativo
64181,negativo
64182,positivo
64183,positivo
64184,negativo
64185,negativo
64186,positivo
64187,positivo
64188,negativo
64189,negativo
64190,negativo
64191,negativo
64192,positivo
64193,positivo
64194,positivo
64195,negativo
64196,positivo
64197,negativo
64198,negativo
64199,negativo
64200,negativo
64201,negativo
64202,negativo
64203,positivo
64204,positivo
64205,positivo
64206,positivo
64207,positivo
64208,positivo
64209,positivo
64210,negativo
64211,negativo
64212,positivo
64213,negativo
64214,negativo
64215,positivo
64216,positivo
64217,negativo
64218,negativo
64219,negativo
64220,negativo
64221,negativo
64222,positivo
64223,negativo
64224,positivo
64225,negativo
64226,positivo
64227,positivo
64228,positivo
64229,positivo
64230,negativo
64231,negativo
64232,negativo
64233,positivo
64234,positivo
64235,negativo
64236,positivo
64237,negativo
64238,positivo
64239,positivo
64240,positivo
64241,negativo
64242,negativo
64243,positivo
64244,negativo
64245,positivo
64246,positivo
64247,negativo
64248,positivo
64249,positivo
64250,negativo
64251,negativo
64252,negativo
64253,negativo
64254,negativo
64255,positivo
64256,positivo
64257,positivo
64258,positivo
64259,negativo
64260,negativo
64261,positivo
64262,negativo
64263,negativo
64264,positivo
64265,negativo
64266,positivo
64267,positivo
64268,negativo
64269,positivo
64270,negativo
64271,negativo
64272,negativo
64273,negativo
64274,positivo
64275,negativo
64276,positivo
64277,positivo
64278,positivo
64279,positivo
64280,positivo
64281,negativo
64282,positivo
64283,negativo
64284,negativo
64285,positivo
64286,positivo
64287,negativo
64288,negativo
64289,positivo
64290,positivo
64291,negativo
64292,negativo
64293,negativo
64294,positivo
64295,positivo
64296,positivo
64297,positivo
64298,negativo
64299,negativo
64300,positivo
64301,positivo
64302,positivo
64303,positivo
64304,negativo
64305,positivo
64306,negativo
64307,negativo
64308,negativo
64309,positivo
64310,positivo
64311,negativo
64312,negativo
64313,positivo
64314,negativo
64315,positivo
64316,negativo
64317,negativo
64318,negativo
64319,positivo
64320,negativo
64321,positivo
64322,positivo
64323,negativo
64324,positivo
64325,positivo
64326,positivo
64327,negativo
64328,positivo
64329,positivo
64330,positivo
64331,positivo
64332,negativo
64333,positivo
64334,negativo
64335,negativo
64336,positivo
64337,negativo
64338,positivo
64339,negativo
64340,positivo
64341,negativo
64342,negativo
64343,positivo
64344,negativo
64345,positivo
64346,positivo
64347,negativo
64348,positivo
64349,positivo
64350,positivo
64351,positivo
64352,negativo
64353,positivo
64354,negativo
64355,positivo
64356,positivo
64357,positivo
64358,positivo
64359,negativo
64360,negativo
64361,negativo
64362,positivo
64363,negativo
64364,positivo
64365,negativo
64366,negativo
64367,positivo
64368,positivo
64369,positivo
64370,positivo
64371,positivo
64372,positivo
64373,positivo
64374,negativo
64375,positivo
64376,negativo
64377,positivo
64378,positivo
64379,positivo
64380,positivo
64381,negativo
64382,positivo
64383,positivo
64384,negativo
64385,positivo
64386,negativo
64387,negativo
64388,positivo
64389,negativo
64390,positivo
64391,positivo
64392,positivo
64393,positivo
64394,positivo
64395,negativo
64396,negativo
64397,positivo
64398,positivo
64399,positivo
64400,negativo
64401,positivo
64402,negativo
64403,negativo
64404,positivo
64405,positivo
64406,positivo
64407,positivo
64408,negativo
64409,positivo
64410,positivo
64411,negativo
64412,positivo
64413,positivo
64414,positivo
64415,positivo
64416,positivo
64417,negativo
64418,positivo
64419,positivo
64420,negativo
64421,positivo
64422,negativo
64423,negativo
64424,positivo
64425,negativo
64426,positivo
64427,negativo
64428,negativo
64429,positivo
64430,negativo
64431,positivo
64432,positivo
64433,negativo
64434,negativo
64435,positivo
64436,positivo
64437,negativo
64438,negativo
64439,positivo
64440,negativo
64441,positivo
64442,positivo
64443,negativo
64444,negativo
64445,negativo
64446,positivo
64447,negativo
64448,positivo
64449,positivo
64450,negativo
64451,positivo
64452,negativo
64453,positivo
64454,negativo
64455,positivo
64456,positivo
64457,positivo
64458,negativo
64459,negativo
64460,positivo
64461,positivo
64462,positivo
64463,positivo
64464,positivo
64465,positivo
64466,positivo
64467,positivo
64468,positivo
64469,negativo
64470,positivo
64471,positivo
64472,negativo
64473,positivo
64474,positivo
64475,positivo
64476,positivo
64477,negativo
64478,positivo
64479,positivo
64480,negativo
64481,positivo
64482,negativo
64483,negativo
64484,positivo
64485,positivo
64486,positivo
64487,positivo
64488,negativo
64489,positivo
64490,positivo
64491,positivo
64492,positivo
64493,negativo
64494,positivo
64495,negativo
64496,positivo
64497,negativo
64498,negativo
64499,negativo
64500,positivo
64501,positivo
64502,negativo
64503,positivo
64504,negativo
64505,negativo
64506,positivo
64507,positivo
64508,positivo
64509,positivo
64510,positivo
64511,negativo
64512,positivo
64513,positivo
64514,negativo
64515,negativo
64516,positivo
64517,positivo
64518,negativo
64519,negativo
64520,negativo
64521,positivo
64522,positivo
64523,negativo
64524,positivo
64525,negativo
64526,negativo
64527,negativo
64528,positivo
64529,negativo
64530,positivo
64531,negativo
64532,negativo
64533,positivo
64534,positivo
64535,positivo
64536,negativo
64537,positivo
64538,positivo
64539,positivo
64540,negativo
64541,positivo
64542,negativo
64543,negativo
64544,negativo
64545,positivo
64546,positivo
64547,positivo
64548,negativo
64549,positivo
64550,negativo
64551,negativo
64552,negativo
64553,negativo
64554,positivo
64555,positivo
64556,positivo
64557,negativo
64558,negativo
64559,negativo
64560,negativo
64561,negativo
64562,positivo
64563,positivo
64564,positivo
64565,positivo
64566,positivo
64567,positivo
64568,negativo
64569,negativo
64570,positivo
64571,positivo
64572,positivo
64573,positivo
64574,negativo
64575,negativo
64576,negativo
64577,negativo
64578,negativo
64579,negativo
64580,positivo
64581,negativo
64582,positivo
64583,positivo
64584,positivo
64585,negativo
64586,positivo
64587,positivo
64588,negativo
64589,negativo
64590,negativo
64591,positivo
64592,negativo
64593,positivo
64594,negativo
64595,negativo
64596,positivo
64597,positivo
64598,positivo
64599,negativo
64600,negativo
64601,negativo
64602,negativo
64603,negativo
64604,positivo
64605,positivo
64606,negativo
64607,positivo
64608,negativo
64609,positivo
64610,positivo
64611,negativo
64612,positivo
64613,positivo
64614,negativo
64615,positivo
64616,negativo
64617,negativo
64618,negativo
64619,positivo
64620,negativo
64621,positivo
64622,negativo
64623,negativo
64624,positivo
64625,positivo
64626,positivo
64627,negativo
64628,positivo
64629,positivo
64630,positivo
64631,positivo
64632,positivo
64633,positivo
64634,positivo
64635,positivo
64636,negativo
64637,negativo
64638,negativo
64639,positivo
64640,negativo
64641,positivo
64642,positivo
64643,positivo
64644,negativo
64645,positivo
64646,negativo
64647,negativo
64648,negativo
64649,negativo
64650,negativo
64651,positivo
64652,negativo
64653,positivo
64654,negativo
64655,positivo
64656,negativo
64657,positivo
64658,negativo
64659,negativo
64660,negativo
64661,positivo
64662,positivo
64663,negativo
64664,negativo
64665,negativo
64666,positivo
64667,positivo
64668,negativo
64669,positivo
64670,positivo
64671,positivo
64672,negativo
64673,positivo
64674,negativo
64675,negativo
64676,negativo
64677,negativo
64678,positivo
64679,negativo
64680,positivo
64681,positivo
64682,positivo
64683,positivo
64684,positivo
64685,negativo
64686,positivo
64687,negativo
64688,negativo
64689,negativo
64690,negativo
64691,negativo
64692,negativo
64693,negativo
64694,positivo
64695,positivo
64696,negativo
64697,negativo
64698,negativo
64699,negativo
64700,positivo
64701,positivo
64702,negativo
64703,negativo
64704,negativo
64705,negativo
64706,positivo
64707,negativo
64708,positivo
64709,positivo
64710,positivo
64711,positivo
64712,positivo
64713,positivo
64714,positivo
64715,positivo
64716,positivo
64717,positivo
64718,positivo
64719,negativo
64720,negativo
64721,positivo
64722,positivo
64723,positivo
64724,positivo
64725,negativo
64726,negativo
64727,positivo
64728,positivo
64729,negativo
64730,negativo
64731,positivo
64732,positivo
64733,negativo
64734,negativo
64735,negativo
64736,positivo
64737,negativo
64738,negativo
64739,negativo
64740,positivo
64741,positivo
64742,positivo
64743,positivo
64744,positivo
64745,positivo
64746,positivo
64747,positivo
64748,positivo
64749,positivo
64750,negativo
64751,negativo
64752,negativo
64753,positivo
64754,positivo
64755,negativo
64756,negativo
64757,positivo
64758,negativo
64759,negativo
64760,positivo
64761,negativo
64762,positivo
64763,positivo
64764,positivo
64765,positivo
64766,negativo
64767,positivo
64768,positivo
64769,positivo
64770,negativo
64771,positivo
64772,negativo
64773,positivo
64774,negativo
64775,positivo
64776,positivo
64777,positivo
64778,negativo
64779,positivo
64780,positivo
64781,negativo
64782,negativo
64783,positivo
64784,positivo
64785,negativo
64786,positivo
64787,negativo
64788,positivo
64789,negativo
64790,negativo
64791,negativo
64792,negativo
64793,negativo
64794,positivo
64795,negativo
64796,positivo
64797,negativo
64798,negativo
64799,positivo
64800,positivo
64801,negativo
64802,negativo
64803,negativo
64804,positivo
64805,positivo
64806,positivo
64807,negativo
64808,positivo
64809,negativo
64810,negativo
64811,negativo
64812,positivo
64813,negativo
64814,negativo
64815,negativo
64816,positivo
64817,negativo
64818,positivo
64819,negativo
64820,positivo
64821,positivo
64822,negativo
64823,positivo
64824,negativo
64825,positivo
64826,positivo
64827,negativo
64828,negativo
64829,negativo
64830,negativo
64831,negativo
64832,positivo
64833,negativo
64834,positivo
64835,positivo
64836,positivo
64837,negativo
64838,negativo
64839,positivo
64840,positivo
64841,negativo
64842,negativo
64843,negativo
64844,positivo
64845,negativo
64846,negativo
64847,positivo
64848,positivo
64849,negativo
64850,positivo
64851,negativo
64852,positivo
64853,positivo
64854,positivo
64855,positivo
64856,positivo
64857,positivo
64858,negativo
64859,positivo
64860,positivo
64861,negativo
64862,negativo
64863,positivo
64864,positivo
64865,negativo
64866,negativo
64867,positivo
64868,positivo
64869,negativo
64870,negativo
64871,negativo
64872,negativo
64873,positivo
64874,negativo
64875,positivo
64876,positivo
64877,positivo
64878,positivo
64879,positivo
64880,negativo
64881,negativo
64882,positivo
64883,positivo
64884,positivo
64885,negativo
64886,negativo
64887,negativo
64888,positivo
64889,positivo
64890,positivo
64891,negativo
64892,positivo
64893,negativo
64894,negativo
64895,positivo
64896,positivo
64897,negativo
64898,negativo
64899,positivo
64900,negativo
64901,positivo
64902,negativo
64903,positivo
64904,positivo
64905,negativo
64906,negativo
64907,negativo
64908,positivo
64909,negativo
64910,negativo
64911,negativo
64912,positivo
64913,negativo
64914,positivo
64915,positivo
64916,negativo
64917,negativo
64918,negativo
64919,positivo
64920,negativo
64921,positivo
64922,positivo
64923,negativo
64924,positivo
64925,negativo
64926,positivo
64927,negativo
64928,positivo
64929,positivo
64930,positivo
64931,negativo
64932,positivo
64933,negativo
64934,positivo
64935,negativo
64936,negativo
64937,positivo
64938,positivo
64939,positivo
64940,negativo
64941,negativo
64942,positivo
64943,positivo
64944,negativo
64945,negativo
64946,negativo
64947,positivo
64948,negativo
64949,positivo
64950,positivo
64951,positivo
64952,positivo
64953,negativo
64954,positivo
64955,negativo
64956,negativo
64957,negativo
64958,positivo
64959,positivo
64960,positivo
64961,positivo
64962,negativo
64963,negativo
64964,positivo
64965,positivo
64966,negativo
64967,positivo
64968,negativo
64969,negativo
64970,negativo
64971,negativo
64972,negativo
64973,negativo
64974,positivo
64975,positivo
64976,negativo
64977,negativo
64978,positivo
64979,negativo
64980,negativo
64981,positivo
64982,negativo
64983,positivo
64984,positivo
64985,negativo
64986,negativo
64987,negativo
64988,negativo
64989,negativo
64990,positivo
64991,negativo
64992,negativo
64993,positivo
64994,positivo
64995,negativo
64996,positivo
64997,negativo
64998,positivo
64999,negativo
65000,negativo
65001,positivo
65002,positivo
65003,negativo
65004,positivo
65005,positivo
65006,negativo
65007,negativo
65008,positivo
65009,positivo
65010,negativo
65011,positivo
65012,positivo
65013,negativo
65014,positivo
65015,positivo
65016,negativo
65017,positivo
65018,positivo
65019,positivo
65020,negativo
65021,positivo
65022,positivo
65023,negativo
65024,positivo
65025,positivo
65026,positivo
65027,positivo
65028,positivo
65029,negativo
65030,negativo
65031,positivo
65032,positivo
65033,negativo
65034,negativo
65035,positivo
65036,positivo
65037,positivo
65038,negativo
65039,positivo
65040,negativo
65041,positivo
65042,positivo
65043,negativo
65044,negativo
65045,positivo
65046,positivo
65047,negativo
65048,positivo
65049,positivo
65050,negativo
65051,positivo
65052,positivo
65053,positivo
65054,negativo
65055,negativo
65056,positivo
65057,negativo
65058,negativo
65059,positivo
65060,positivo
65061,negativo
65062,positivo
65063,positivo
65064,positivo
65065,negativo
65066,negativo
65067,positivo
65068,negativo
65069,positivo
65070,negativo
65071,negativo
65072,positivo
65073,positivo
65074,negativo
65075,negativo
65076,negativo
65077,negativo
65078,negativo
65079,positivo
65080,negativo
65081,negativo
65082,positivo
65083,positivo
65084,negativo
65085,positivo
65086,negativo
65087,negativo
65088,positivo
65089,negativo
65090,positivo
65091,positivo
65092,positivo
65093,negativo
65094,negativo
65095,negativo
65096,positivo
65097,negativo
65098,positivo
65099,negativo
65100,negativo
65101,negativo
65102,negativo
65103,positivo
65104,negativo
65105,negativo
65106,positivo
65107,negativo
65108,positivo
65109,negativo
65110,positivo
65111,positivo
65112,negativo
65113,negativo
65114,negativo
65115,positivo
65116,negativo
65117,negativo
65118,positivo
65119,negativo
65120,positivo
65121,positivo
65122,negativo
65123,positivo
65124,positivo
65125,positivo
65126,positivo
65127,negativo
65128,positivo
65129,positivo
65130,negativo
65131,positivo
65132,positivo
65133,negativo
65134,negativo
65135,positivo
65136,negativo
65137,negativo
65138,positivo
65139,negativo
65140,positivo
65141,negativo
65142,positivo
65143,positivo
65144,negativo
65145,positivo
65146,negativo
65147,positivo
65148,negativo
65149,positivo
65150,positivo
65151,negativo
65152,positivo
65153,negativo
65154,negativo
65155,negativo
65156,positivo
65157,negativo
65158,positivo
65159,positivo
65160,negativo
65161,negativo
65162,negativo
65163,positivo
65164,positivo
65165,positivo
65166,negativo
65167,negativo
65168,positivo
65169,positivo
65170,positivo
65171,positivo
65172,negativo
65173,negativo
65174,negativo
65175,positivo
65176,positivo
65177,negativo
65178,positivo
65179,negativo
65180,negativo
65181,positivo
65182,positivo
65183,positivo
65184,negativo
65185,negativo
65186,positivo
65187,negativo
65188,negativo
65189,positivo
65190,positivo
65191,negativo
65192,negativo
65193,negativo
65194,negativo
65195,negativo
65196,positivo
65197,negativo
65198,negativo
65199,positivo
65200,negativo
65201,negativo
65202,negativo
65203,negativo
65204,positivo
65205,negativo
65206,negativo
65207,negativo
65208,negativo
65209,negativo
65210,positivo
65211,positivo
65212,positivo
65213,positivo
65214,negativo
65215,positivo
65216,negativo
65217,negativo
65218,negativo
65219,positivo
65220,negativo
65221,negativo
65222,negativo
65223,positivo
65224,negativo
65225,positivo
65226,negativo
65227,negativo
65228,positivo
65229,positivo
65230,negativo
65231,negativo
65232,negativo
65233,positivo
65234,negativo
65235,positivo
65236,positivo
65237,negativo
65238,negativo
65239,negativo
65240,positivo
65241,negativo
65242,positivo
65243,positivo
65244,positivo
65245,positivo
65246,positivo
65247,negativo
65248,negativo
65249,negativo
65250,negativo
65251,positivo
65252,positivo
65253,positivo
65254,positivo
65255,negativo
65256,negativo
65257,positivo
65258,positivo
65259,positivo
65260,positivo
65261,positivo
65262,positivo
65263,negativo
65264,positivo
65265,positivo
65266,positivo
65267,negativo
65268,negativo
65269,positivo
65270,positivo
65271,positivo
65272,positivo
65273,negativo
65274,positivo
65275,positivo
65276,negativo
65277,negativo
65278,negativo
65279,negativo
65280,positivo
65281,positivo
65282,positivo
65283,negativo
65284,positivo
65285,negativo
65286,positivo
65287,negativo
65288,positivo
65289,negativo
65290,positivo
65291,negativo
65292,positivo
65293,positivo
65294,negativo
65295,positivo
65296,positivo
65297,negativo
65298,negativo
65299,negativo
65300,positivo
65301,positivo
65302,positivo
65303,negativo
65304,negativo
65305,positivo
65306,positivo
65307,positivo
65308,positivo
65309,positivo
65310,negativo
65311,positivo
65312,positivo
65313,positivo
65314,positivo
65315,negativo
65316,positivo
65317,positivo
65318,negativo
65319,positivo
65320,positivo
65321,negativo
65322,positivo
65323,positivo
65324,negativo
65325,positivo
65326,negativo
65327,negativo
65328,positivo
65329,negativo
65330,negativo
65331,positivo
65332,negativo
65333,positivo
65334,positivo
65335,positivo
65336,negativo
65337,negativo
65338,positivo
65339,negativo
65340,positivo
65341,positivo
65342,positivo
65343,negativo
65344,positivo
65345,positivo
65346,positivo
65347,positivo
65348,positivo
65349,positivo
65350,positivo
65351,negativo
65352,negativo
65353,positivo
65354,positivo
65355,positivo
65356,positivo
65357,negativo
65358,negativo
65359,positivo
65360,positivo
65361,positivo
65362,positivo
65363,positivo
65364,negativo
65365,negativo
65366,positivo
65367,negativo
65368,positivo
65369,positivo
65370,positivo
65371,positivo
65372,positivo
65373,negativo
65374,positivo
65375,negativo
65376,positivo
65377,positivo
65378,negativo
65379,positivo
65380,positivo
65381,positivo
65382,negativo
65383,negativo
65384,negativo
65385,negativo
65386,negativo
65387,negativo
65388,negativo
65389,negativo
65390,positivo
65391,positivo
65392,positivo
65393,positivo
65394,positivo
65395,positivo
65396,positivo
65397,positivo
65398,positivo
65399,positivo
65400,negativo
65401,negativo
65402,positivo
65403,negativo
65404,negativo
65405,positivo
65406,positivo
65407,positivo
65408,positivo
65409,negativo
65410,negativo
65411,positivo
65412,positivo
65413,negativo
65414,negativo
65415,positivo
65416,positivo
65417,positivo
65418,positivo
65419,positivo
65420,negativo
65421,negativo
65422,negativo
65423,positivo
65424,negativo
65425,negativo
65426,positivo
65427,positivo
65428,positivo
65429,positivo
65430,positivo
65431,positivo
65432,negativo
65433,negativo
65434,negativo
65435,negativo
65436,negativo
65437,negativo
65438,positivo
65439,negativo
65440,positivo
65441,negativo
65442,positivo
65443,positivo
65444,negativo
65445,positivo
65446,negativo
65447,positivo
65448,negativo
65449,positivo
65450,negativo
65451,positivo
65452,negativo
65453,positivo
65454,negativo
65455,positivo
65456,positivo
65457,positivo
65458,negativo
65459,negativo
65460,negativo
65461,negativo
65462,negativo
65463,negativo
65464,negativo
65465,negativo
65466,negativo
65467,positivo
65468,positivo
65469,positivo
65470,positivo
65471,negativo
65472,positivo
65473,positivo
65474,positivo
65475,positivo
65476,positivo
65477,negativo
65478,positivo
65479,positivo
65480,positivo
65481,positivo
65482,negativo
65483,negativo
65484,negativo
65485,positivo
65486,negativo
65487,negativo
65488,negativo
65489,negativo
65490,negativo
65491,negativo
65492,negativo
65493,positivo
65494,negativo
65495,positivo
65496,positivo
65497,negativo
65498,negativo
65499,positivo
65500,negativo
65501,positivo
65502,positivo
65503,negativo
65504,negativo
65505,negativo
65506,negativo
65507,negativo
65508,positivo
65509,negativo
65510,negativo
65511,negativo
65512,positivo
65513,negativo
65514,negativo
65515,positivo
65516,positivo
65517,positivo
65518,negativo
65519,positivo
65520,positivo
65521,positivo
65522,negativo
65523,positivo
65524,positivo
65525,negativo
65526,positivo
65527,positivo
65528,positivo
65529,positivo
65530,positivo
65531,positivo
65532,negativo
65533,positivo
65534,negativo
65535,negativo
65536,negativo
65537,positivo
65538,negativo
65539,negativo
65540,positivo
65541,positivo
65542,positivo
65543,negativo
65544,positivo
65545,negativo
65546,negativo
65547,positivo
65548,negativo
65549,positivo
65550,positivo
65551,positivo
65552,negativo
65553,negativo
65554,positivo
65555,negativo
65556,negativo
65557,negativo
65558,positivo
65559,positivo
65560,positivo
65561,positivo
65562,negativo
65563,negativo
65564,positivo
65565,positivo
65566,positivo
65567,negativo
65568,negativo
65569,positivo
65570,negativo
65571,negativo
65572,negativo
65573,negativo
65574,positivo
65575,negativo
65576,negativo
65577,negativo
65578,positivo
65579,positivo
65580,positivo
65581,positivo
65582,negativo
65583,positivo
65584,positivo
65585,negativo
65586,positivo
65587,negativo
65588,negativo
65589,negativo
65590,negativo
65591,negativo
65592,positivo
65593,positivo
65594,negativo
65595,negativo
65596,positivo
65597,negativo
65598,positivo
65599,positivo
65600,positivo
65601,positivo
65602,positivo
65603,negativo
65604,negativo
65605,positivo
65606,negativo
65607,negativo
65608,positivo
65609,negativo
65610,positivo
65611,positivo
65612,negativo
65613,positivo
65614,negativo
65615,negativo
65616,negativo
65617,negativo
65618,negativo
65619,negativo
65620,negativo
65621,negativo
65622,negativo
65623,positivo
65624,positivo
65625,positivo
65626,positivo
65627,negativo
65628,negativo
65629,positivo
65630,positivo
65631,negativo
65632,positivo
65633,negativo
65634,positivo
65635,negativo
65636,negativo
65637,negativo
65638,negativo
65639,negativo
65640,negativo
65641,positivo
65642,negativo
65643,negativo
65644,positivo
65645,positivo
65646,negativo
65647,positivo
65648,positivo
65649,negativo
65650,positivo
65651,negativo
65652,positivo
65653,positivo
65654,positivo
65655,negativo
65656,negativo
65657,negativo
65658,negativo
65659,negativo
65660,negativo
65661,positivo
65662,positivo
65663,negativo
65664,negativo
65665,positivo
65666,negativo
65667,positivo
65668,positivo
65669,negativo
65670,positivo
65671,positivo
65672,negativo
65673,positivo
65674,positivo
65675,negativo
65676,positivo
65677,negativo
65678,negativo
65679,positivo
65680,positivo
65681,negativo
65682,positivo
65683,negativo
65684,positivo
65685,negativo
65686,negativo
65687,positivo
65688,negativo
65689,positivo
65690,positivo
65691,negativo
65692,positivo
65693,positivo
65694,positivo
65695,positivo
65696,positivo
65697,positivo
65698,negativo
65699,negativo
65700,negativo
65701,positivo
65702,positivo
65703,positivo
65704,positivo
65705,negativo
65706,positivo
65707,positivo
65708,negativo
65709,positivo
65710,positivo
65711,positivo
65712,negativo
65713,positivo
65714,negativo
65715,positivo
65716,positivo
65717,positivo
65718,negativo
65719,positivo
65720,positivo
65721,positivo
65722,positivo
65723,positivo
65724,positivo
65725,negativo
65726,negativo
65727,positivo
65728,positivo
65729,positivo
65730,negativo
65731,positivo
65732,negativo
65733,negativo
65734,positivo
65735,positivo
65736,negativo
65737,negativo
65738,positivo
65739,negativo
65740,positivo
65741,positivo
65742,positivo
65743,positivo
65744,positivo
65745,negativo
65746,negativo
65747,negativo
65748,negativo
65749,positivo
65750,positivo
65751,negativo
65752,negativo
65753,positivo
65754,negativo
65755,positivo
65756,positivo
65757,positivo
65758,negativo
65759,positivo
65760,positivo
65761,negativo
65762,positivo
65763,positivo
65764,negativo
65765,positivo
65766,negativo
65767,positivo
65768,positivo
65769,positivo
65770,positivo
65771,negativo
65772,positivo
65773,positivo
65774,positivo
65775,positivo
65776,negativo
65777,negativo
65778,positivo
65779,positivo
65780,positivo
65781,positivo
65782,positivo
65783,negativo
65784,positivo
65785,positivo
65786,positivo
65787,negativo
65788,negativo
65789,positivo
65790,positivo
65791,negativo
65792,negativo
65793,positivo
65794,positivo
65795,negativo
65796,negativo
65797,positivo
65798,negativo
65799,negativo
65800,positivo
65801,positivo
65802,negativo
65803,negativo
65804,positivo
65805,positivo
65806,negativo
65807,negativo
65808,positivo
65809,negativo
65810,positivo
65811,positivo
65812,negativo
65813,positivo
65814,negativo
65815,positivo
65816,positivo
65817,negativo
65818,negativo
65819,negativo
65820,positivo
65821,positivo
65822,positivo
65823,positivo
65824,positivo
65825,positivo
65826,positivo
65827,positivo
65828,positivo
65829,positivo
65830,positivo
65831,negativo
65832,positivo
65833,positivo
65834,positivo
65835,positivo
65836,negativo
65837,positivo
65838,positivo
65839,negativo
65840,positivo
65841,negativo
65842,negativo
65843,positivo
65844,positivo
65845,positivo
65846,negativo
65847,negativo
65848,negativo
65849,positivo
65850,negativo
65851,positivo
65852,negativo
65853,positivo
65854,positivo
65855,negativo
65856,negativo
65857,positivo
65858,negativo
65859,negativo
65860,negativo
65861,negativo
65862,positivo
65863,negativo
65864,positivo
65865,positivo
65866,positivo
65867,negativo
65868,positivo
65869,positivo
65870,positivo
65871,positivo
65872,positivo
65873,negativo
65874,positivo
65875,negativo
65876,negativo
65877,positivo
65878,positivo
65879,positivo
65880,positivo
65881,positivo
65882,negativo
65883,positivo
65884,positivo
65885,negativo
65886,negativo
65887,negativo
65888,positivo
65889,negativo
65890,negativo
65891,positivo
65892,positivo
65893,negativo
65894,negativo
65895,positivo
65896,negativo
65897,negativo
65898,positivo
65899,negativo
65900,negativo
65901,positivo
65902,positivo
65903,positivo
65904,negativo
65905,positivo
65906,negativo
65907,positivo
65908,negativo
65909,positivo
65910,negativo
65911,positivo
65912,negativo
65913,positivo
65914,negativo
65915,positivo
65916,negativo
65917,negativo
65918,positivo
65919,negativo
65920,positivo
65921,negativo
65922,positivo
65923,negativo
65924,positivo
65925,positivo
65926,positivo
65927,negativo
65928,negativo
65929,positivo
65930,negativo
65931,negativo
65932,positivo
65933,negativo
65934,positivo
65935,positivo
65936,positivo
65937,positivo
65938,negativo
65939,positivo
65940,positivo
65941,positivo
65942,positivo
65943,negativo
65944,positivo
65945,negativo
65946,positivo
65947,negativo
65948,positivo
65949,positivo
65950,negativo
65951,positivo
65952,positivo
65953,negativo
65954,negativo
65955,negativo
65956,positivo
65957,positivo
65958,positivo
65959,positivo
65960,negativo
65961,positivo
65962,negativo
65963,negativo
65964,positivo
65965,positivo
65966,negativo
65967,negativo
65968,positivo
65969,negativo
65970,positivo
65971,positivo
65972,negativo
65973,positivo
65974,positivo
65975,positivo
65976,positivo
65977,negativo
65978,negativo
65979,positivo
65980,negativo
65981,positivo
65982,positivo
65983,positivo
65984,positivo
65985,positivo
65986,negativo
65987,positivo
65988,positivo
65989,negativo
65990,positivo
65991,negativo
65992,positivo
